model_key,component,projected,raw,delta_component_nRMSE
tabnet_regressor,S_O,0.18207101858568633,0.1803128262602304,0.0017581923254559317
tabnet_regressor,S_PO4,0.22918378205783035,0.2716840787130922,-0.04250029665526184
tabnet_regressor,X_AOB,0.16344011666234343,0.16436443446904508,-0.0009243178067016578
tabnet_regressor,X_H,0.3980063759169411,0.20798262127617084,0.19002375464077026
tabnet_regressor,X_I,0.15634350576858871,0.14954188189164902,0.006801623876939694
tabnet_regressor,X_MeOH,0.298038609430429,0.31411096672008315,-0.01607235728965417
tabnet_regressor,X_MeP,0.1781611320632748,0.2548704996370209,-0.0767093675737461
tabnet_regressor,X_NOB,0.21998509924558024,0.22062479351786995,-0.0006396942722897148
tabnet_regressor,X_PAO,0.20232291245376902,0.2031040751780507,-0.0007811627242816921
tabnet_regressor,X_PHA,0.3440416404674759,0.349907974559779,-0.005866334092303138
tabnet_regressor,X_PP,0.2880832220515107,0.30224633594585354,-0.014163113894342827
tabnet_regressor,X_S,0.19906606786174152,0.1947596204981889,0.0043064473635526235
xgboost_regressor,S_A,0.2927897341622563,0.2931090074938015,-0.000319273331545189
xgboost_regressor,S_ALK,0.00448691684022526,0.01326336125588888,-0.008776444415663621
xgboost_regressor,S_F,0.5011025639277902,0.501135202192586,-3.2638264795825656e-05
xgboost_regressor,S_I,1.485971547732045e-13,0.014198450076714742,-0.014198450076566145
xgboost_regressor,S_N2,0.37148735210688366,0.3874524662620117,-0.015965114155128024
xgboost_regressor,S_NH4,0.1327170231630634,0.12426320263928918,0.008453820523774233
xgboost_regressor,S_NO2,0.46875779818321905,0.48328107667234443,-0.01452327848912538
xgboost_regressor,S_NO3,0.18751833622813135,0.19245734200378015,-0.0049390057756487915
xgboost_regressor,S_O,0.12361392008776777,0.1236501047739081,-3.6184686140333655e-05
xgboost_regressor,S_PO4,0.2478459797311928,0.2872196152273575,-0.03937363549616471
xgboost_regressor,X_AOB,0.10956180772324715,0.11017489808055694,-0.0006130903573097896
xgboost_regressor,X_H,0.27171193330980736,0.12931151768437613,0.14240041562543124
xgboost_regressor,X_I,0.042563015958812324,0.02703845543902602,0.015524560519786304
xgboost_regressor,X_MeOH,0.3317774478669696,0.3370707934708446,-0.00529334560387501
xgboost_regressor,X_MeP,0.19825848503029392,0.21987922426003492,-0.021620739229741004
xgboost_regressor,X_NOB,0.1196093906952369,0.11993232264080733,-0.00032293194557042604
xgboost_regressor,X_PAO,0.11285375445622317,0.10864668085757549,0.004207073598647679
xgboost_regressor,X_PHA,0.3106256260963908,0.3113324772285624,-0.0007068511321716153
xgboost_regressor,X_PP,0.3118708725619402,0.2998728074324569,0.01199806512948326
xgboost_regressor,X_S,0.11317185116797039,0.11317185116768222,2.881722638292672e-13
