model_key,composite,outer_fold,nRMSE_composite_projected,nRMSE_composite_raw,R2_projected,R2_raw,delta
random_forest_regressor,TP,0,0.00013488852727707682,0.933793914160256,0.9999999813661908,0.1069953973449934,-0.933659025632979
random_forest_regressor,TP,1,0.00012980672530506294,0.9665889623017121,0.9999999839856928,0.1120317603609596,-0.966459155576407
random_forest_regressor,TP,2,0.00013127569284947878,0.9533533352101184,0.9999999833191652,0.1202547559568122,-0.953222059517269
random_forest_regressor,TP,3,0.0001278509377832894,0.9240102148390048,0.99999998292983,0.1083722925161144,-0.9238823639012215
random_forest_regressor,TP,4,0.00013099815636813478,0.9303923158639652,0.999999982447726,0.1146086948941702,-0.930261317707597
random_forest_regressor,TSS,0,1.0275140856528946,0.45178471212728943,-0.1172459907325458,0.7840086801635522,0.5757293735256052
random_forest_regressor,TSS,1,1.0550825682776324,0.4712601667814029,-0.1010062033837013,0.7803463949495117,0.5838224014962294
random_forest_regressor,TSS,2,1.054823246480807,0.47125995894262124,-0.0716682045973724,0.7860944547506814,0.5835632875381858
random_forest_regressor,TSS,3,1.0399052825943216,0.48393349400129765,-0.0039800632689086,0.7825752981912439,0.555971788593024
random_forest_regressor,TSS,4,1.0425114760675536,0.44681746588725035,-0.1704519647087359,0.7849932035227377,0.5956940101803032
svr_regressor,COD,0,0.20235451492089077,0.1072366382768897,0.9577136411497668,0.9881242546810568,0.09511787664400106
svr_regressor,COD,1,0.2197301163920049,0.11640143712192338,0.9519703770931556,0.9865213408833632,0.10332867927008152
svr_regressor,COD,2,0.21944305283780255,0.1203982274513178,0.9539989178284608,0.9861527171963704,0.09904482538648475
svr_regressor,COD,3,0.21797163751160473,0.11900288355866431,0.9553038005145504,0.9866775041753826,0.09896875395294041
svr_regressor,COD,4,0.21107305776722568,0.11375202338577498,0.9513148112320532,0.9858599965375614,0.0973210343814507
svr_regressor,TN,0,0.2545824608414285,0.29678012674407894,0.9365417598729814,0.913761599000724,-0.04219766590265045
svr_regressor,TN,1,0.2474237262919586,0.2900184593736641,0.9398903601284476,0.9174128038697392,-0.0425947330817055
svr_regressor,TN,2,0.25966970727672206,0.30364506386460804,0.9344147217136782,0.910319867771291,-0.04397535658788598
svr_regressor,TN,3,0.24660383133794164,0.29520541170748793,0.9373416588518432,0.9102100183111972,-0.04860158036954629
svr_regressor,TN,4,0.2518547600233672,0.2984244120563041,0.9339324975664852,0.9072409576238998,-0.04656965203293689
svr_regressor,TP,0,5.296879215059969e-05,0.07522689295462982,0.9999999971266288,0.9942044071413912,-0.07517392416247923
svr_regressor,TP,1,5.422591871701114e-05,0.07686909404318468,0.9999999972053488,0.9943841267831424,-0.07681486812446767
svr_regressor,TP,2,5.5597417698520584e-05,0.07796532664966908,0.999999997008022,0.9941162778886752,-0.07790972923197056
svr_regressor,TP,3,5.458712198092513e-05,0.07103788418032911,0.9999999968882092,0.9947300068989736,-0.07098329705834819
svr_regressor,TP,4,5.4660160829650896e-05,0.07520534890993824,0.99999999694406,0.9942150383545524,-0.07515068874910859
svr_regressor,TSS,0,0.22944672006878097,0.1332198157346481,0.944289514354413,0.9812193381197778,0.09622690433413286
svr_regressor,TSS,1,0.22960226926069574,0.13808710650967984,0.9478602166331436,0.9811408059492792,0.0915151627510159
svr_regressor,TSS,2,0.23009137458442508,0.14101001709524513,0.9490080478771769,0.9808485839269512,0.08908135748917995
svr_regressor,TSS,3,0.22805284615069996,0.14058668673276717,0.95171541384244,0.9816504291462916,0.08746615941793279
svr_regressor,TSS,4,0.21894566257347856,0.1335051314149862,0.948374461097485,0.980805012955812,0.08544053115849234
tabnet_regressor,COD,0,0.32493418913942806,0.24441544255755232,0.8909651544639322,0.9383075841861428,0.08051874658187574
tabnet_regressor,COD,1,0.27502848543046615,0.14367579602511849,0.9247536636105348,0.9794648807430532,0.13135268940534767
tabnet_regressor,COD,2,0.23867575766453622,0.13557652953699598,0.9455821980857676,0.9824412578560158,0.10309922812754024
tabnet_regressor,COD,3,0.26987995655041325,0.22952414606505633,0.9314808627268536,0.9504404466639236,0.04035581048535691
tabnet_regressor,COD,4,0.31477745015972225,0.18893698623516758,0.8917224349044283,0.9609909636494948,0.12584046392455467
tabnet_regressor,TN,0,0.1371947469788244,0.2523448321478688,0.9815708192469046,0.9376523780067322,-0.1151500851690444
tabnet_regressor,TN,1,0.13531615435375896,0.33044949627769327,0.9820211986828496,0.89278103072521,-0.1951333419239343
tabnet_regressor,TN,2,0.13232697117715214,0.20245431136081457,0.9829682006112792,0.9601326059869087,-0.07012734018366243
tabnet_regressor,TN,3,0.14602067621323458,0.2758226679283879,0.9780311175951004,0.9216138808339486,-0.1298019917151533
